"","cidade","area","comodos","banheiros","vagas","andares","animais","mobilia","condominio","aluguel","iptu","seguro","somatorio","cod","andares_new","animais_new","mobilia_new"
"1057","São Paulo",345,3,3,5,"2","acept","not furnished",3000,12750,834,162,16750,1057,2,1,0
"1060","São Paulo",100,2,2,1,"3","acept","not furnished",299,1850,60,24,2233,1060,3,1,0
"1074","São Paulo",217,3,4,1,"10","acept","not furnished",2200,9000,458,115,11770,1074,10,1,0
"1076","São Paulo",30,1,1,1,"4","not acept","not furnished",673,2500,62,32,3267,1076,4,0,0
"1077","São Paulo",39,1,1,1,"11","acept","furnished",390,2500,0,32,2922,1077,11,1,1
"1084","São Paulo",50,2,2,2,"6","acept","furnished",1720,7070,0,90,8880,1084,6,1,1
"1089","São Paulo",340,4,4,3,"14","not acept","not furnished",5000,5000,1084,64,11150,1089,14,0,0
"1099","São Paulo",227,3,4,4,"18","not acept","furnished",2100,12000,1292,153,15550,1099,18,0,1
"1120","São Paulo",50,1,1,1,"3","not acept","not furnished",1450,4600,305,59,6414,1120,3,0,0
"1125","São Paulo",152,4,3,3,"13","not acept","not furnished",1607,4700,823,60,7190,1125,13,0,0
"1126","São Paulo",32,1,1,1,"14","not acept","furnished",2000,1700,125,22,3847,1126,14,0,1
"1131","São Paulo",360,4,9,8,"0","acept","not furnished",0,8540,1329,129,9998,1131,0,1,0
"1132","São Paulo",24,1,1,0,"0","not acept","not furnished",0,870,0,14,884,1132,0,0,0
"1149","São Paulo",35,1,1,0,"2","not acept","furnished",726,2800,200,36,3762,1149,2,0,1
"1153","São Paulo",101,3,2,2,"6","not acept","not furnished",1205,5250,316,67,6838,1153,6,0,0
"1156","São Paulo",80,2,1,0,"0","acept","not furnished",0,1439,52,22,1513,1156,0,1,0
"1157","São Paulo",74,2,1,0,"0","not acept","not furnished",0,1290,34,20,1344,1157,0,0,0
"1160","São Paulo",380,3,6,8,"0","acept","furnished",0,9000,244,136,9380,1160,0,1,1
"1162","São Paulo",300,3,3,5,"0","acept","not furnished",0,4250,417,64,4731,1162,0,1,0
"1165","São Paulo",70,2,1,2,"7","acept","not furnished",543,1400,156,18,2117,1165,7,1,0
"1167","São Paulo",23,1,1,0,"1","acept","not furnished",423,1580,0,21,2024,1167,1,1,0
"1168","São Paulo",100,3,2,2,"10","not acept","not furnished",2152,3500,227,45,5924,1168,10,0,0
"1195","São Paulo",288,3,3,3,"0","acept","not furnished",0,12000,878,181,13060,1195,0,1,0
"1203","São Paulo",130,3,4,0,"3","acept","furnished",0,2443,0,31,2474,1203,3,1,1
"1208","São Paulo",240,4,5,5,"9","acept","furnished",3442,9900,1529,126,15000,1208,9,1,1
"1215","São Paulo",35,1,1,0,"1","not acept","not furnished",250,1305,0,17,1572,1215,1,0,0
"1227","São Paulo",60,2,1,0,"3","acept","furnished",260,1800,0,23,2083,1227,3,1,1
"1251","São Paulo",1000,4,7,4,"10","acept","furnished",6000,15000,4900,191,26090,1251,10,1,1
"1267","São Paulo",198,2,2,2,"13","acept","not furnished",1700,5500,320,70,7590,1267,13,1,0
"1278","São Paulo",120,4,3,2,"0","acept","not furnished",0,3000,67,46,3113,1278,0,1,0
"1285","São Paulo",74,1,2,2,"16","acept","furnished",1300,3560,285,46,5191,1285,16,1,1
"1288","São Paulo",63,2,2,1,"18","acept","not furnished",784,4300,136,55,5275,1288,18,1,0
"1299","São Paulo",71,3,2,1,"2","acept","not furnished",530,2500,130,32,3192,1299,2,1,0
"1316","São Paulo",75,3,2,2,"14","acept","not furnished",658,2300,87,30,3075,1316,14,1,0
"1328","São Paulo",17,1,1,0,"2","acept","not furnished",0,2700,42,35,2777,1328,2,1,0
"1332","São Paulo",347,4,7,6,"0","acept","not furnished",0,8900,1000,134,10030,1332,0,1,0
"1338","São Paulo",120,3,2,2,"5","not acept","not furnished",1520,5000,0,36,6556,1338,5,0,0
"1340","São Paulo",120,3,2,1,"17","acept","not furnished",1250,2000,230,26,3506,1340,17,1,0
"1345","São Paulo",242,5,3,2,"0","acept","not furnished",0,4250,380,64,4694,1345,0,1,0
"1348","São Paulo",204,4,6,4,"8","acept","furnished",3900,6800,940,87,11730,1348,8,1,1
"1351","São Paulo",73,2,2,2,"1","acept","not furnished",778,1200,84,16,2078,1351,1,1,0
"1357","São Paulo",35,1,1,0,"0","not acept","not furnished",0,750,34,12,796,1357,0,0,0
"1362","São Paulo",139,3,2,2,"1","not acept","not furnished",1600,3870,325,50,5845,1362,1,0,0
"1370","São Paulo",420,5,4,4,"7","acept","not furnished",8000,12000,200,153,20350,1370,7,1,0
"1387","São Paulo",76,3,2,2,"3","acept","not furnished",915,1450,104,19,2488,1387,3,1,0
"1392","São Paulo",96,3,2,2,"19","acept","not furnished",480,2300,250,30,3060,1392,19,1,0
"1398","São Paulo",78,2,1,1,"0","acept","not furnished",0,1700,82,26,1808,1398,0,1,0
"1406","São Paulo",76,2,1,1,"16","acept","furnished",700,5600,0,71,6371,1406,16,1,1
"1422","São Paulo",20,1,1,0,"5","acept","furnished",602,1800,130,23,2555,1422,5,1,1
"1423","São Paulo",82,2,1,1,"5","acept","not furnished",1060,3300,21,42,4423,1423,5,1,0
"1433","São Paulo",60,2,1,0,"0","acept","not furnished",0,1200,38,19,1257,1433,0,1,0
"1441","São Paulo",298,5,3,3,"0","acept","not furnished",0,8000,1384,121,9505,1441,0,1,0
"1454","São Paulo",130,3,2,1,"12","acept","not furnished",1267,4500,334,58,6159,1454,12,1,0
"1455","São Paulo",55,1,1,0,"0","acept","not furnished",0,1500,138,23,1661,1455,0,1,0
"1456","São Paulo",170,4,4,2,"4","not acept","not furnished",1411,2800,417,36,4664,1456,4,0,0
"1466","São Paulo",400,4,5,4,"8","acept","furnished",3884,8700,1671,111,14370,1466,8,1,1
"1470","São Paulo",70,2,1,1,"11","not acept","furnished",500,1800,5,23,2328,1470,11,0,1
"1483","São Paulo",89,3,3,0,"9","acept","furnished",990,3550,84,45,4669,1483,9,1,1
"1485","São Paulo",65,2,1,0,"24","acept","furnished",650,6000,200,77,6927,1485,24,1,1
"1499","São Paulo",50,2,1,0,"10","acept","not furnished",450,1430,25,19,1924,1499,10,1,0
"1521","São Paulo",180,4,3,2,"11","acept","furnished",1880,9000,460,115,11460,1521,11,1,1
"1523","São Paulo",68,1,1,0,"0","not acept","not furnished",0,1100,0,17,1117,1523,0,0,0
"1527","São Paulo",90,3,2,1,"13","not acept","not furnished",1100,2800,25,36,3961,1527,13,0,0
"1568","São Paulo",160,3,2,1,"1","acept","not furnished",185,7693,223,116,8217,1568,1,1,0
"1570","São Paulo",330,4,3,0,"0","acept","not furnished",0,9800,750,148,10700,1570,0,1,0
"1573","São Paulo",200,3,3,2,"12","acept","not furnished",2000,6500,417,83,9000,1573,12,1,0
"1586","São Paulo",237,4,4,0,"13","not acept","not furnished",3168,8000,1031,102,12300,1586,13,0,0
"1587","São Paulo",180,3,3,0,"0","acept","not furnished",0,13000,715,196,13910,1587,0,1,0
"1588","São Paulo",30,1,1,0,"2","not acept","not furnished",349,1805,0,23,2177,1588,2,0,0
"1601","São Paulo",168,3,4,5,"7","acept","furnished",1610,3600,190,46,5446,1601,7,1,1
"1602","São Paulo",95,3,2,3,"20","not acept","not furnished",687,2500,41,32,3260,1602,20,0,0
"1617","São Paulo",74,2,2,2,"7","acept","not furnished",1100,3400,163,44,4707,1617,7,1,0
"1618","São Paulo",280,4,4,8,"0","acept","not furnished",0,7040,688,106,7834,1618,0,1,0
"1621","São Paulo",123,3,2,2,"11","acept","not furnished",1342,2174,283,28,3827,1621,11,1,0
"1628","São Paulo",278,3,2,1,"11","acept","not furnished",2640,7800,601,99,11140,1628,11,1,0
"1634","São Paulo",189,4,3,2,"5","not acept","furnished",2300,6500,584,83,9467,1634,5,0,1
"1635","São Paulo",226,3,3,0,"0","acept","furnished",0,6000,34,91,6125,1635,0,1,1
"1636","São Paulo",418,2,4,3,"17","not acept","not furnished",5274,6875,117,88,12350,1636,17,0,0
"1653","São Paulo",290,4,3,2,"1","not acept","furnished",2890,7150,862,91,10990,1653,1,0,1
"1659","São Paulo",182,4,4,2,"10","acept","not furnished",2965,6000,605,77,9647,1659,10,1,0
"1673","São Paulo",101,3,4,2,"5","acept","not furnished",1300,3120,340,40,4800,1673,5,1,0
"1674","São Paulo",87,3,2,4,"14","acept","not furnished",800,2000,67,26,2893,1674,14,1,0
"1680","São Paulo",54,2,1,1,"5","not acept","not furnished",245,1300,4,17,1566,1680,5,0,0
"1682","São Paulo",172,3,4,3,"5","acept","furnished",1650,7800,890,99,10440,1682,5,1,1
"1695","São Paulo",45,2,1,1,"9","acept","not furnished",300,1920,34,25,2279,1695,9,1,0
"1699","São Paulo",160,4,3,2,"0","acept","not furnished",0,3800,250,58,4108,1699,0,1,0
"1700","São Paulo",700,4,4,4,"0","acept","not furnished",0,10000,21880,151,32040,1700,0,1,0
"1704","São Paulo",35,1,1,1,"2","acept","not furnished",530,1600,134,21,2285,1704,2,1,0
"1705","São Paulo",270,3,4,0,"1","acept","not furnished",0,3500,165,45,3710,1705,1,1,0
"1707","São Paulo",50,1,1,1,"8","acept","furnished",600,2800,0,20,3420,1707,8,1,1
"1710","São Paulo",53,1,1,0,"2","not acept","not furnished",170,1680,68,22,1940,1710,2,0,0
"1728","São Paulo",50,2,1,1,"9","acept","not furnished",978,2430,124,31,3563,1728,9,1,0
"1730","São Paulo",145,3,2,1,"2","acept","furnished",1017,2000,12,26,3055,1730,2,1,1
"1736","São Paulo",61,1,2,2,"1","not acept","furnished",2200,4000,250,51,6501,1736,1,0,1
"1744","São Paulo",410,4,5,5,"1","acept","not furnished",0,20000,0,254,20250,1744,1,1,0
"1747","São Paulo",378,4,4,8,"0","acept","furnished",0,10000,1334,151,11490,1747,0,1,1
"1761","São Paulo",170,3,3,2,"0","acept","not furnished",0,4850,334,73,5257,1761,0,1,0
"1762","São Paulo",118,3,2,1,"11","not acept","not furnished",1116,4775,185,61,6137,1762,11,0,0
"1775","São Paulo",640,4,4,4,"12","acept","furnished",5400,10200,1584,130,17310,1775,12,1,1
"1777","São Paulo",35,1,1,1,"6","not acept","furnished",886,1250,90,16,2242,1777,6,0,1
"1779","São Paulo",38,1,1,0,"8","not acept","not furnished",480,1220,25,16,1741,1779,8,0,0
"1795","São Paulo",58,2,1,2,"10","acept","not furnished",383,1360,0,18,1761,1795,10,1,0
"1799","São Paulo",40,1,1,0,"1","not acept","not furnished",150,1800,38,23,2011,1799,1,0,0
"1802","São Paulo",135,3,2,1,"4","acept","not furnished",1378,3290,279,42,4989,1802,4,1,0
"1823","São Paulo",35,1,1,0,"0","acept","not furnished",0,1100,30,14,1144,1823,0,1,0
"1837","São Paulo",150,3,2,2,"2","acept","not furnished",1181,2000,384,26,3591,1837,2,1,0
"1842","São Paulo",70,1,1,0,"8","acept","not furnished",430,3200,109,41,3780,1842,8,1,0
"1845","São Paulo",172,2,4,3,"23","acept","not furnished",1400,11000,775,140,13320,1845,23,1,0
"1846","São Paulo",246,3,4,4,"3","acept","furnished",3800,12000,750,153,16700,1846,3,1,1
"1847","São Paulo",64,2,1,1,"8","acept","not furnished",400,1500,101,20,2021,1847,8,1,0
"1875","São Paulo",140,2,3,4,"10","acept","furnished",2300,6170,417,79,8966,1875,10,1,1
"1899","São Paulo",50,1,1,0,"6","not acept","not furnished",467,1209,129,8,1813,1899,6,0,0
"1923","São Paulo",70,3,2,1,"6","not acept","furnished",569,3300,159,42,4070,1923,6,0,1
"1926","São Paulo",310,5,6,5,"5","acept","not furnished",6900,10000,1834,127,18860,1926,5,1,0
"1932","São Paulo",280,3,4,2,"3","not acept","not furnished",4000,6000,1059,77,11140,1932,3,0,0
"1936","São Paulo",30,1,1,0,"0","acept","not furnished",0,750,59,12,821,1936,0,1,0
"1950","São Paulo",260,5,5,4,"20","not acept","not furnished",4000,8000,2620,102,14720,1950,20,0,0
"1983","São Paulo",170,3,3,4,"0","acept","not furnished",0,3500,222,53,3775,1983,0,1,0
"1985","São Paulo",120,3,4,2,"0","acept","not furnished",187,3450,149,52,3838,1985,0,1,0
"1988","São Paulo",140,3,3,2,"3","acept","not furnished",2400,6000,500,77,8977,1988,3,1,0
"1994","São Paulo",400,5,4,2,"12","acept","not furnished",2675,2000,832,26,5533,1994,12,1,0
"1997","São Paulo",192,3,3,3,"16","acept","furnished",1790,6500,630,83,9003,1997,16,1,1
"2002","São Paulo",29,1,1,0,"5","acept","not furnished",257,1043,0,14,1314,2002,5,1,0
"2004","São Paulo",88,3,1,2,"5","acept","not furnished",1900,2500,84,32,4516,2004,5,1,0
"2032","São Paulo",170,3,4,3,"21","acept","not furnished",1500,5000,450,64,7014,2032,21,1,0
"2062","São Paulo",462,4,6,4,"0","acept","furnished",0,8000,1081,121,9202,2062,0,1,1
"2072","São Paulo",150,4,2,3,"2","acept","not furnished",3030,7377,800,94,11300,2072,2,1,0
"2073","São Paulo",375,4,4,3,"0","acept","not furnished",0,6400,75,97,6572,2073,0,1,0
"2101","São Paulo",60,1,2,0,"0","acept","not furnished",0,1062,1,16,1079,2101,0,1,0
"2107","São Paulo",98,1,2,0,"27","acept","furnished",3177,15000,130,191,18500,2107,27,1,1
"2109","São Paulo",27,1,1,1,"6","not acept","furnished",650,1900,59,25,2634,2109,6,0,1
"2128","São Paulo",197,3,3,2,"8","acept","not furnished",4200,6000,1375,77,11650,2128,8,1,0
"2134","São Paulo",160,3,3,2,"0","acept","not furnished",0,4200,342,64,4606,2134,0,1,0
"2135","São Paulo",470,4,6,3,"0","acept","not furnished",0,7200,1134,109,8443,2135,0,1,0
"2146","São Paulo",35,1,1,1,"7","acept","not furnished",380,2200,100,28,2708,2146,7,1,0
"2162","São Paulo",171,3,2,1,"13","acept","not furnished",1200,2200,300,28,3728,2162,13,1,0
"2173","São Paulo",572,6,6,4,"0","acept","furnished",0,7800,2359,118,10280,2173,0,1,1
"2174","São Paulo",145,2,2,1,"1","acept","furnished",1463,4000,0,51,5514,2174,1,1,1
"2182","São Paulo",72,2,2,0,"10","acept","not furnished",820,1500,70,20,2410,2182,10,1,0
"2183","São Paulo",700,4,7,8,"0","acept","not furnished",0,45000,8750,677,54430,2183,0,1,0
"2198","São Paulo",107,3,2,2,"1","acept","not furnished",1122,2600,350,33,4105,2198,1,1,0
"2205","São Paulo",80,2,1,0,"4","acept","not furnished",740,2200,92,28,3060,2205,4,1,0
"2218","São Paulo",400,3,6,6,"0","acept","furnished",0,6500,375,98,6973,2218,0,1,1
"2219","São Paulo",113,2,1,1,"4","acept","not furnished",1000,3000,50,39,4089,2219,4,1,0
"2225","São Paulo",38,1,1,0,"1","not acept","not furnished",60,950,0,13,1023,2225,1,0,0
"2230","São Paulo",463,4,7,6,"0","acept","not furnished",0,12000,1264,181,13450,2230,0,1,0
"2233","São Paulo",137,3,3,1,"9","acept","furnished",1247,5500,303,70,7120,2233,9,1,1
"2242","São Paulo",32,1,1,1,"22","acept","furnished",2000,2000,416,26,4442,2242,22,1,1
"2248","São Paulo",276,3,3,4,"15","acept","furnished",3600,6500,1650,83,11830,2248,15,1,1
"2251","São Paulo",500,4,7,8,"0","acept","not furnished",0,9250,1167,140,10560,2251,0,1,0
"2253","São Paulo",56,2,1,1,"11","acept","not furnished",350,2600,0,33,2983,2253,11,1,0
"2275","São Paulo",129,2,3,2,"16","acept","furnished",1100,2376,334,38,3848,2275,16,1,1
"2276","São Paulo",300,3,3,8,"0","acept","not furnished",0,4675,400,71,5146,2276,0,1,0
"2301","São Paulo",157,4,3,2,"0","acept","not furnished",0,6608,492,100,7200,2301,0,1,0
"2311","São Paulo",700,4,7,8,"0","acept","furnished",0,15000,2250,226,17480,2311,0,1,1
"2327","São Paulo",220,4,4,3,"2","acept","not furnished",2500,4500,1042,58,8100,2327,2,1,0
"2337","São Paulo",144,3,3,2,"0","acept","furnished",0,5000,109,76,5185,2337,0,1,1
"2340","São Paulo",48,2,1,0,"2","acept","not furnished",90,1150,90,15,1345,2340,2,1,0
"2344","São Paulo",60,2,2,1,"5","acept","not furnished",700,1465,100,19,2284,2344,5,1,0
"2346","São Paulo",339,3,3,4,"0","acept","not furnished",0,3880,353,59,4292,2346,0,1,0
"2354","São Paulo",160,2,3,3,"0","acept","not furnished",0,7500,417,113,8030,2354,0,1,0
"2359","São Paulo",136,3,3,3,"15","acept","furnished",1450,7900,490,101,9941,2359,15,1,1
"2379","São Paulo",138,3,4,2,"18","acept","furnished",1500,10000,527,127,12150,2379,18,1,1
"2380","São Paulo",53,2,1,1,"8","acept","furnished",950,1200,0,16,2166,2380,8,1,1
"2384","São Paulo",34,1,1,1,"9","not acept","not furnished",1200,1300,100,17,2617,2384,9,0,0
"2390","São Paulo",45,2,1,1,"17","acept","not furnished",300,1600,34,21,1955,2390,17,1,0
"2395","São Paulo",100,2,2,0,"8","not acept","furnished",1100,4999,50,64,6213,2395,8,0,1
"2400","São Paulo",550,4,5,0,"1","acept","not furnished",2700,8800,0,112,11610,2400,1,1,0
"2402","São Paulo",55,1,2,1,"17","acept","not furnished",777,3800,100,49,4726,2402,17,1,0
"2405","São Paulo",52,1,1,1,"15","acept","furnished",650,3950,290,51,4941,2405,15,1,1
"2408","São Paulo",50,1,1,0,"0","acept","not furnished",0,1050,59,16,1125,2408,0,1,0
"2429","São Paulo",70,2,1,1,"6","acept","not furnished",660,3800,45,49,4554,2429,6,1,0
"2453","São Paulo",160,3,3,3,"0","not acept","not furnished",1509,5850,528,88,7975,2453,0,0,0
"2457","São Paulo",800,5,4,8,"0","acept","not furnished",0,14200,2250,214,16660,2457,0,1,0
"2458","São Paulo",77,2,1,0,"3","acept","not furnished",590,2050,7,26,2673,2458,3,1,0
"2470","São Paulo",36,1,1,0,"6","acept","not furnished",300,1600,60,21,1981,2470,6,1,0
"2476","São Paulo",408,4,6,3,"20","acept","not furnished",2800,15000,1667,191,19660,2476,20,1,0
"2484","São Paulo",40,1,1,0,"1","acept","not furnished",240,950,84,13,1287,2484,1,1,0
"2485","São Paulo",50,2,1,1,"4","acept","not furnished",540,1850,133,24,2547,2485,4,1,0
"2511","São Paulo",260,3,4,4,"4","acept","furnished",5000,12000,0,153,17150,2511,4,1,1
"2526","São Paulo",452,4,6,4,"13","acept","not furnished",3033,9980,2500,127,15640,2526,13,1,0
"2530","São Paulo",70,1,2,0,"2","acept","not furnished",450,2035,111,26,2622,2530,2,1,0
"2531","São Paulo",180,3,4,5,"0","acept","not furnished",0,3300,266,50,3616,2531,0,1,0
"2538","São Paulo",90,3,2,2,"5","acept","not furnished",1478,2500,355,32,4365,2538,5,1,0
"2573","São Paulo",90,1,1,0,"1","not acept","not furnished",200,1550,167,20,1937,2573,1,0,0
"2592","São Paulo",300,3,4,2,"9","acept","furnished",2000,14000,1084,178,17260,2592,9,1,1
"2593","São Paulo",78,2,1,2,"9","acept","furnished",0,5900,0,75,5975,2593,9,1,1
"2605","São Paulo",80,2,1,0,"0","not acept","not furnished",0,1576,125,24,1725,2605,0,0,0
"2609","São Paulo",56,2,1,0,"0","acept","not furnished",200,1400,0,10,1610,2609,0,1,0
"2620","São Paulo",80,2,1,1,"1","acept","not furnished",875,24000,0,305,25180,2620,1,1,0
"2630","São Paulo",135,3,2,2,"3","acept","not furnished",1650,2300,775,30,4755,2630,3,1,0
"2640","São Paulo",60,1,1,1,"6","acept","not furnished",683,2100,0,27,2810,2640,6,1,0
"2645","São Paulo",380,4,2,4,"0","acept","not furnished",0,4600,700,70,5370,2645,0,1,0
"2663","São Paulo",62,1,2,1,"4","acept","furnished",2400,12000,350,153,14900,2663,4,1,1
"2664","São Paulo",62,2,2,1,"5","acept","not furnished",510,2500,158,32,3200,2664,5,1,0
"2676","São Paulo",212,3,5,3,"7","acept","not furnished",2300,7000,1084,89,10470,2676,7,1,0
"2677","São Paulo",70,2,1,1,"1","acept","not furnished",580,1400,52,18,2050,2677,1,1,0
"2682","São Paulo",55,2,1,1,"14","acept","not furnished",420,1399,0,18,1837,2682,14,1,0
"2691","São Paulo",50,1,1,0,"4","acept","not furnished",100,1100,0,14,1214,2691,4,1,0
"2699","São Paulo",140,5,2,1,"1","acept","furnished",0,3999,200,51,4250,2699,1,1,1
"2701","São Paulo",200,6,4,2,"0","acept","not furnished",0,5600,4710,85,10400,2701,0,1,0
"2704","São Paulo",84,3,2,1,"3","not acept","furnished",741,2175,185,28,3129,2704,3,0,1
"2719","São Paulo",120,3,1,0,"1","acept","not furnished",0,1210,207,16,1433,2719,1,1,0
"2721","São Paulo",120,3,3,2,"23","not acept","not furnished",1500,7300,400,93,9293,2721,23,0,0
"2724","São Paulo",62,3,1,2,"1","acept","not furnished",750,1400,156,18,2324,2724,1,1,0
"2729","São Paulo",180,2,3,2,"0","acept","not furnished",0,3150,301,48,3499,2729,0,1,0
"2732","São Paulo",52,2,1,1,"3","not acept","not furnished",450,2400,78,31,2959,2732,3,0,0
"2733","São Paulo",67,2,1,0,"3","acept","not furnished",385,1300,56,17,1758,2733,3,1,0
"2735","São Paulo",570,4,5,4,"14","acept","not furnished",3800,10870,2016,138,16820,2735,14,1,0
"2767","São Paulo",325,5,5,4,"0","acept","not furnished",0,6000,420,91,6511,2767,0,1,0
"2770","São Paulo",100,2,2,2,"6","acept","furnished",1700,6500,42,83,8325,2770,6,1,1
"2786","São Paulo",48,1,1,1,"8","not acept","not furnished",415,2000,0,8,2423,2786,8,0,0
"2813","São Paulo",70,3,2,1,"3","acept","not furnished",758,2000,109,26,2893,2813,3,1,0
"2816","São Paulo",250,3,4,3,"8","acept","not furnished",2850,9000,834,115,12800,2816,8,1,0
"2819","São Paulo",97,2,3,2,"15","acept","not furnished",768,3300,243,42,4353,2819,15,1,0
"2820","São Paulo",33,1,1,0,"15","not acept","not furnished",550,4000,0,51,4601,2820,15,0,0
"2824","São Paulo",163,3,2,1,"1","acept","not furnished",1100,4000,84,51,5235,2824,1,1,0
"2832","São Paulo",999,5,7,4,"0","not acept","not furnished",100,15000,459,226,15790,2832,0,0,0
"2841","São Paulo",38,1,1,0,"16","not acept","not furnished",188,2001,0,26,2215,2841,16,0,0
"2852","São Paulo",70,3,1,2,"1","not acept","furnished",882,3200,140,41,4263,2852,1,0,1
"2858","São Paulo",80,1,1,1,"0","not acept","not furnished",0,1300,84,20,1404,2858,0,0,0
"2867","São Paulo",60,2,1,0,"0","acept","not furnished",0,1700,245,26,1971,2867,0,1,0
"2871","São Paulo",485,5,6,6,"23","acept","not furnished",5709,13000,2495,165,21370,2871,23,1,0
"2872","São Paulo",61,1,2,1,"14","not acept","not furnished",444,1930,87,25,2486,2872,14,0,0
"2874","São Paulo",130,3,2,1,"8","not acept","furnished",1200,7500,417,96,9213,2874,8,0,1
"2884","São Paulo",77,2,2,1,"8","acept","not furnished",840,3170,34,41,4085,2884,8,1,0
"2886","São Paulo",160,3,4,3,"0","acept","not furnished",0,2770,475,42,3287,2886,0,1,0
"2900","São Paulo",41,3,2,1,"1","not acept","furnished",0,6500,0,83,6583,2900,1,0,1
"2901","São Paulo",180,3,3,1,"0","acept","furnished",1785,6000,294,77,8156,2901,0,1,1
"2904","São Paulo",460,6,6,4,"0","acept","not furnished",0,6500,109,98,6707,2904,0,1,0
"2934","São Paulo",77,3,3,2,"0","acept","not furnished",223,2400,70,37,2730,2934,0,1,0
"2935","São Paulo",103,3,2,2,"4","acept","furnished",1100,7550,209,96,8955,2935,4,1,1
"2937","São Paulo",158,3,4,2,"2","acept","not furnished",1361,2750,142,35,4288,2937,2,1,0
"2941","São Paulo",250,3,4,0,"6","acept","not furnished",3500,5000,1334,64,9898,2941,6,1,0
"2942","São Paulo",440,4,4,4,"11","acept","furnished",4985,10200,2849,130,18160,2942,11,1,1
"2953","São Paulo",102,3,2,2,"5","acept","not furnished",1250,4200,250,54,5754,2953,5,1,0
"2962","São Paulo",175,1,1,2,"0","acept","not furnished",0,1600,167,25,1792,2962,0,1,0
"2964","São Paulo",60,2,3,2,"5","not acept","not furnished",730,1200,182,16,2128,2964,5,0,0
"2973","São Paulo",123,3,3,2,"3","not acept","furnished",1527,3400,334,44,5305,2973,3,0,1
"2978","São Paulo",168,3,2,4,"0","not acept","not furnished",600,3500,317,53,4470,2978,0,0,0
"2984","São Paulo",38,1,1,0,"2","not acept","not furnished",60,950,0,13,1023,2984,2,0,0
"2988","São Paulo",44,1,1,1,"1","not acept","furnished",590,2000,29,26,2645,2988,1,0,1
"2999","São Paulo",270,5,7,2,"0","acept","not furnished",0,3978,89,60,4127,2999,0,1,0
"3017","São Paulo",60,2,2,1,"17","acept","not furnished",440,1250,38,16,1744,3017,17,1,0
"3019","São Paulo",120,2,1,1,"0","not acept","not furnished",0,3000,280,46,3326,3019,0,0,0
"3027","São Paulo",101,2,2,1,"12","acept","not furnished",582,1700,0,22,2304,3027,12,1,0
"3029","São Paulo",220,4,4,4,"8","acept","not furnished",2058,4500,540,58,7156,3029,8,1,0
"3033","São Paulo",282,4,4,3,"19","acept","furnished",3100,10000,1334,127,14560,3033,19,1,1
"3037","São Paulo",155,4,3,2,"16","acept","not furnished",1050,3500,459,45,5054,3037,16,1,0
"3041","São Paulo",64,2,1,1,"5","acept","furnished",741,1850,75,24,2690,3041,5,1,1
"3063","São Paulo",84,2,2,2,"20","not acept","furnished",1250,9600,217,122,11190,3063,20,0,1
"3066","São Paulo",208,4,4,3,"1","acept","furnished",2860,8000,1672,102,12630,3066,1,1,1
"3069","São Paulo",62,2,1,1,"12","not acept","furnished",650,1236,34,16,1936,3069,12,0,1
"3077","São Paulo",230,3,4,3,"8","not acept","not furnished",2700,4210,1167,54,8131,3077,8,0,0
"3079","São Paulo",238,4,4,3,"1","acept","furnished",2569,15000,542,191,18300,3079,1,1,1
"3082","São Paulo",80,1,2,1,"10","acept","furnished",1000,4000,109,51,5160,3082,10,1,1
"3097","São Paulo",74,1,2,2,"8","acept","furnished",850,5500,294,70,6714,3097,8,1,1
"3102","São Paulo",190,4,5,3,"10","acept","not furnished",3200,4000,417,51,7668,3102,10,1,0
"3105","São Paulo",600,5,5,6,"0","acept","not furnished",0,15000,2100,191,17290,3105,0,1,0
"3109","São Paulo",70,2,1,0,"0","not acept","not furnished",0,1700,25,26,1751,3109,0,0,0
"3116","São Paulo",93,3,2,1,"10","acept","not furnished",1497,3400,227,44,5168,3116,10,1,0
"3128","São Paulo",70,1,1,0,"0","acept","not furnished",0,1200,34,19,1253,3128,0,1,0
"3130","São Paulo",60,2,2,2,"15","acept","not furnished",692,1900,90,25,2707,3130,15,1,0
"3133","São Paulo",250,3,2,2,"0","acept","not furnished",0,3500,250,53,3803,3133,0,1,0
"3137","São Paulo",350,5,5,4,"0","acept","not furnished",0,3000,467,46,3513,3137,0,1,0
"3140","São Paulo",45,1,1,1,"1","not acept","furnished",3000,5520,0,70,8590,3140,1,0,1
"3148","São Paulo",49,2,1,1,"8","acept","not furnished",528,1700,135,22,2385,3148,8,1,0
"3152","São Paulo",200,3,4,1,"8","not acept","furnished",2200,6000,375,77,8652,3152,8,0,1
"3157","São Paulo",130,2,1,1,"0","acept","not furnished",0,4000,0,61,4061,3157,0,1,0
"3176","São Paulo",54,2,1,1,"1","acept","not furnished",990,780,0,10,1780,3176,1,1,0
"3181","São Paulo",47,2,1,1,"12","acept","not furnished",597,1570,0,20,2187,3181,12,1,0
"3185","São Paulo",160,4,3,2,"9","acept","furnished",2800,9530,286,121,12740,3185,9,1,1
"3200","São Paulo",55,2,1,0,"0","acept","not furnished",0,2000,75,31,2106,3200,0,1,0
"3203","São Paulo",200,3,4,2,"0","not acept","furnished",0,9800,417,148,10370,3203,0,0,1
"3207","São Paulo",188,3,1,3,"0","acept","not furnished",0,9500,472,143,10120,3207,0,1,0
